Component,Type,German,English,French,Italian,Spanish,Dutch,Danish,Swedish,Norwegian,Slovenian,Croatian,Hungarian,Polish,Russian
BtnParasLoad,,&Laden,&Load,&Charger,&Caricare,&Cargar,&Laden,Indlæs,&Ladda,&pozivati,&Betölteni,&Otwórz,&Çàãðóçèòü,,
BtnParasSave,,&Speichern,&Save,&Enregistrer,&Salvare,&Guardar,&Opslaan,Gem,&Spara,&pohraniti,&Tárolni,&Zapis,&Ñîõðàíèòü,,
BtnReadEndanwender,,&Auslesen,&Read,&Lire,&Leggere,&Leer,&Aflezen,Udlæs,&Läsa,&oèitati,&Kiolvasni,&Odczyt,&Ñ÷èòàòü,,
BtnReadFachmann,,&Auslesen,&Read,&Lire,&Leggere,&Leer,&Aflezen,Udlæs,&Läsa,&oèitati,&Kiolvasni,&Odczyt,&Ñ÷èòàòü,,
BtnReadProgHz1,,&Auslesen,&Read,&Lire,&Leggere,&Leer,&Aflezen,Udlæs,&Läsa,&oèitati,&Kiolvasni,&Odczyt,&Ñ÷èòàòü,,
BtnReadProgHz2,,&Auslesen,&Read,&Lire,&Leggere,&Leer,&Aflezen,Udlæs,&Läsa,&oèitati,&Kiolvasni,&Odczyt,&Ñ÷èòàòü,,
BtnReadProgHz3,,&Auslesen,&Read,&Lire,&Leggere,&Leer,&Aflezen,Udlæs,&Läsa,&oèitati,&Kiolvasni,&Odczyt,&Ñ÷èòàòü,,
BtnReadProgWW,,&Auslesen,&Read,&Lire,&Leggere,&Leer,&Aflezen,Udlæs,&Läsa,&oèitati,&Kiolvasni,&Odczyt,&Ñ÷èòàòü,,
BtnReadProgZirk,,&Auslesen,&Read,&Lire,&Leggere,&Leer,&Aflezen,Udlæs,&Läsa,&oèitati,&Kiolvasni,&Odczyt,&Ñ÷èòàòü,,
BtnWriteEndanwender,,&Eintragen,&Write,&Ecrire,&Scrivere,&Escribir,&Ingeven,Skriv,&Skriva,&unositi,&Bevinni,&Zapis w urz.,&Ââåñòè,,
BtnWriteFachmann,,&Eintragen,&Write,&Ecrire,&Scrivere,&Escribir,&Ingeven,Skriv,&Skriva,&unositi,&Bevinni,&Zapis w urz.,&Ââåñòè,,
BtnWriteProgHz1,,&Eintragen,&Write,&Ecrire,&Scrivere,&Escribir,&Ingeven,Skriv,&Skriva,&unositi,&Bevinni,&Zapis w urz.,&Ââåñòè,,
BtnWriteProgHz2,,&Eintragen,&Write,&Ecrire,&Scrivere,&Escribir,&Ingeven,Skriv,&Skriva,&unositi,&Bevinni,&Zapis w urz.,&Ââåñòè,,
BtnWriteProgHz3,,&Eintragen,&Write,&Ecrire,&Scrivere,&Escribir,&Ingeven,Skriv,&Skriva,&unositi,&Bevinni,&Zapis w urz.,&Ââåñòè,,
BtnWriteProgWW,,&Eintragen,&Write,&Ecrire,&Scrivere,&Escribir,&Ingeven,Skriv,&Skriva,&unositi,&Bevinni,&Zapis w urz.,&Ââåñòè,,
BtnWriteProgZirk,,&Eintragen,&Write,&Ecrire,&Scrivere,&Escribir,&Ingeven,Skriv,&Skriva,&unositi,&Bevinni,&Zapis w urz.,&Ââåñòè,,
BtnWriteProgZirkClick,TIB_STRINGLIST,Nederlands,Dansk,Swedish,Norwegian,Slovenski,Hrvatski,Magyar,Polski,Russian,Greece,Language,Deutsch,TranslationData,stCaptions
CbBxHz1DiAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1DiAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1DiAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1DiEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1DiEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1DiEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1DoAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1DoAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1DoAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1DoEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1DoEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1DoEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1FrAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1FrAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1FrAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1FrEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1FrEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1FrEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1MiAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1MiAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1MiAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1MiEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1MiEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1MiEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1MoAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1MoAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1MoAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1MoEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1MoEin1Change,TComboBox,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00
CbBxHz1MoEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1MoEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1SaAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1SaAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1SaAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1SaEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1SaEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1SaEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1SoAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1SoAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1SoAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1SoEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1SoEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz1SoEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2DiAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2DiAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2DiAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2DiEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2DiEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2DiEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2DoAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2DoAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2DoAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2DoEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2DoEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2DoEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2FrAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2FrAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2FrAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2FrEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2FrEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2FrEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2MiAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2MiAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2MiAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2MiEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2MiEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2MiEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2MoAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2MoAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2MoAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2MoEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2MoEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2MoEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2SaAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2SaAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2SaAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2SaEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2SaEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2SaEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2SoAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2SoAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2SoAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2SoEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2SoEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz2SoEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3DiAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3DiAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3DiAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3DiEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3DiEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3DiEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3DoAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3DoAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3DoAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3DoEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3DoEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3DoEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3FrAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3FrAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3FrAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3FrEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3FrEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3FrEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3MiAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3MiAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3MiAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3MiEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3MiEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3MiEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3MoAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3MoAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3MoAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3MoEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3MoEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3MoEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3SaAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3SaAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3SaAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3SaEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3SaEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3SaEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3SoAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3SoAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3SoAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3SoEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3SoEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxHz3SoEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxP181,TGroupBox,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxP181_2,TComboBox,csDropDownList,ItemHeight,Jan,Feb,Mrz,Apr,Mai,Jun,Jul,Aug,Sep,Okt,Nov,Dez
CbBxP182,TComboBox,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxP182_2,TTabSheet,CbbxP341,cbbxP342,cbbxP343,cbbxP344,cbbxP350,cbbxP353,cbbxP354,cbbxP356,cbbxP357,cbbxP360,cbbxP361,cbbxP363,cbbxP371,cbbxP381
CbBxWWDiAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWDiAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWDiAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWDiEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWDiEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWDiEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWDoAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWDoAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWDoAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWDoEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWDoEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWDoEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWFrAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWFrAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWFrAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWFrEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWFrEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWFrEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWMiAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWMiAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWMiAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWMiEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWMiEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWMiEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWMoAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWMoAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWMoAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWMoEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWMoEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWMoEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWSaAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWSaAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWSaAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWSaEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWSaEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWSaEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWSoAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWSoAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWSoAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWSoEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWSoEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWSoEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkDiAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkDiAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkDiAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkDiEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkDiEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkDiEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkDoAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkDoAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkDoAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkDoEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkDoEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkDoEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkFrAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkFrAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkFrAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkFrEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkFrEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkFrEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkMiAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkMiAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkMiAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkMiEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkMiEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkMiEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkMoAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkMoAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkMoAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkMoEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkMoEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkMoEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkSaAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkSaAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkSaAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkSaEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkSaEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkSaEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkSoAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkSoAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkSoAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkSoEin1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkSoEin2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxZirkSoEin3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
ChkBxHz1MoFr,,Mo-Fr,Lu-Ve,Lu-Vi,Ma-Vr,Man-Fre,M-F,Po-Pe,Hé-Pé,pon-pt,Ïí-Ïò,,,,
ChkBxHz1MoSo,,Mo-So,Mo-Su,Lu-Di,Lu-Do,Ma-Zo,Man-Søn,M-S,Po-Ne,Hé-Va,pon-ndz,Ïí-Âñ,,,
