Component,Type,German,English,French,Italian,Spanish,Dutch,Danish,Swedish,Norwegian,Slovenian,Croatian,Hungarian,Polish,Russian
BtnLoadParas,,&Laden,&Load,&Charger,&Caricare,&Cargar,&Laden,Indlæs,&Ladda,&pozivati,&Betölteni,&Otwórz,&Çàãðóçèòü,,
BtnLoadParasKA,,&Laden,&Load,&Charger,&Caricare,&Cargar,&Laden,Indlæs,&Ladda,&pozivati,&Betölteni,&Otwórz,&Çàãðóçèòü,,
BtnReadConfig,,&Leer,&Aflezen,Udlæs,&Läsa,&oèitati,&Kiolvasni,&Odczyt,&Ñ÷èòàòü,EGrpP572_576,lbl571,CbbxP571,lbl577,CbbxP577,EGrpP578
BtnReadConfigClick,TIB_STRINGLIST,Nederlands,Dansk,Swedish,Norwegian,Slovenski,Hrvatski,Magyar,Polski,Russian,Greece,Language,Deutsch,TranslationData,stCaptions
BtnReadFM_HZK,,&Auslesen,&Read,&Lire,&Leggere,&Leer,&Aflezen,Udlæs,&Läsa,&oèitati,&Kiolvasni,&Odczyt,&Ñ÷èòàòü,,
BtnReadFM_WW,,&Auslesen,&Read,&Lire,&Leggere,&Leer,&Aflezen,Udlæs,&Läsa,&oèitati,&Kiolvasni,&Odczyt,&Ñ÷èòàòü,,
BtnReadHistorie,,&Auslesen,&Read,&Lire,&Leggere,&Leer,&Aflezen,Udlæs,&Läsa,&oèitati,&Kiolvasni,&Odczyt,&Ñ÷èòàòü,,
BtnReadParas,,&Auslesen,&Read,&Lire,&Leggere,&Leer,&Aflezen,Udlæs,&Läsa,&oèitati,&Kiolvasni,&Odczyt,&Ñ÷èòàòü,,
BtnReadProgWW,,&Auslesen,&Read,&Lire,&Leggere,&Leer,&Aflezen,Udlæs,&Läsa,&oèitati,&Kiolvasni,&Odczyt,&Ñ÷èòàòü,,
BtnReadProgZirk,,&Auslesen,&Read,&Lire,&Leggere,&Leer,&Aflezen,Udlæs,&Läsa,&oèitati,&Kiolvasni,&Odczyt,&Ñ÷èòàòü,,
BtnResetHistorie,,&Reset,R&eset,&Resettare,Rese&t,&Reset,Reset,&Aterställ,&vrati,&Visszaállítani,R&eset,Ñáðî&ñèòü,,,
BtnSaveParas,,&Speichern,&Save,&Enregistrer,&Salvare,&Guardar,&Opslaan,Gem,&Spara,&pohraniti,&Tárolni,&Zapis,&Ñîõðàíèòü,EGrpInfo11,
BtnSaveParasClick,TEditGroup,lbl533,533 Kesselfolge 1,lbl534,534 Kesselfolge 2,LBlFolge1Kess1,LBlFolge1Kess2,LBlFolge1Kess3,LBlFolge2Kess1,LBlFolge2Kess2,LBlFolge2Kess3,LBlFolge2Kess5,LBlFolge2Kess4,LBlFolge1Kess5,LBlFolge1Kess4
BtnSaveParasKA,,&Speichern,&Save,&Enregistrer,&Salvare,&Guardar,&Opslaan,Gem,&Spara,&pohraniti,&Tárolni,&Zapis,&Ñîõðàíèòü,,
BtnWriteFM_HZK,,&Eintragen,&Write,&Ecrire,&Scrivere,&Escribir,&Optekenen,Skriv,&Skriva,&unositi,&Bevinni,&Zapis w urz.,&Âíåñòè,,
BtnWriteFM_WW,,&Eintragen,&Write,&Ecrire,&Scrivere,&Escribir,&Optekenen,Skriv,&Skriva,&unositi,&Bevinni,&Zapis w urz.,&Âíåñòè,,
BtnWriteParas,,&Eintragen,&Write,&Ecrire,&Scrivere,&Escribir,&Optekenen,Skriv,&Skriva,&unositi,&Bevinni,&Zapis w urz.,&Âíåñòè,,
BtnWriteProgWW,,&Eintragen,&Write,&Ecrire,&Scrivere,&Escribir,&Optekenen,Skriv,&Skriva,&unositi,&Bevinni,&Zapis w urz.,&Âíåñòè,,
BtnWriteProgZirk,TBShtFMHZ,lbl525,lbl531,lbl533,lbl534,LBlFolge1Kess1,LBlFolge1Kess2,LBlFolge1Kess3,LBlFolge2Kess1,LBlFolge2Kess2,LBlFolge2Kess3,LBlFolge2Kess5,LBlFolge2Kess4,LBlFolge1Kess5,LBlFolge1Kess4
CbBxBetriebsartHZ,TEdit,Style,csSimple,ItemHeight,Service,Standby,Sommer,Automatik,Standby WTC,,,,,,
CbBxBetriebsartschalter,TComboBox,Style,csDropDownList,ItemHeight,Standby WTC,Standby,Automatik,Sommer,,,,,,,
CbBxFolge1Kess1,TComboBox,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxFolge1Kess2,TComboBox,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxFolge1Kess3,TComboBox,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxFolge1Kess4,TComboBox,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxFolge1Kess5,TComboBox,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxFolge1Kessel1,TComboBox,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxFolge1Kessel2,TComboBox,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxFolge1Kessel3,TComboBox,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxFolge1Kessel4,TComboBox,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxFolge1Kessel5,TComboBox,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxFolge2Kess1,TComboBox,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxFolge2Kess2,TComboBox,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxFolge2Kess3,TEditGroup,540 I-Regler,551 Weiche Überhöhung#K,552 Weiche Min#°C,553 Weiche Max#°C,561 Pufferüberhöhung#K,562 Puffer-Schaltdifferenz#K,WidthEdit,WidthLabel,WidthUnit,pReadOnly,MaxLength,EditRight,EditWithColor,EGrpP535_562
CbBxFolge2Kess4,TComboBox,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxFolge2Kess5,TComboBox,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxFolge2Kessel1,TEditGroup,342 Puffer-Schaltdifferenz#K,351 WW-Sollwert#°C,352 WW-Min#°C,353 WW-Max#°C,354 WW-Schaltdiff#K,355 WW-Überhöhung#K,WidthEdit,WidthLabel,WidthUnit,pReadOnly,MaxLength,EditRight,EditWithColor,EGrpP3x
CbBxFolge2Kessel2,TComboBox,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxFolge2Kessel3,TComboBox,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxFolge2Kessel4,TComboBox,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxFolge2Kessel5,TComboBox,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxFolgeWechsel,TEditGroup,Folge 1,Folge 2,Zeitlich,Leistung,EGrpWechselzeit,312 Wechselzeit#min,WidthEdit,WidthLabel,WidthUnit,pReadOnly,MaxLength,EditRight,EditWithColor,EGrpWechselzeit
CbBxH1,,Style,csDropDownList,ItemHeight,EGrpSonderniveau,,,,,,,,,,
CbBxH1Change,TEditGroup,WW-Freigabe,Standby Syst,Sonderniveau,EGrpSonderniveau,304 Sonderniveau#°C,WidthEdit,WidthLabel,WidthUnit,pReadOnly,MaxLength,EditRight,EditWithColor,2 - 10V,4 - 20mA
CbBxLegioFkt,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxLegioFktChange,TCheckGroup,Aus,Montag,Dienstag,Mittwoch,Donnerstag,Freitag,Samstag,Sonntag,täglich,,,,,
CbBxLegioZeit,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxLegioZeitChange,TComboBox,WidthUnit,pReadOnly,MaxLength,EditRight,EditWithColor,EgrpP580KA3,%580 Antilegionellen Solltemperatur#°C,WidthEdit,WidthLabel,WidthUnit,pReadOnly,MaxLength,EditRight,EditWithColor
CbBxMFA,TComboBox,Style,csDropDownList,ItemHeight,Störung,WW-Pumpe,Zirk-Pumpe,Zubr-Pumpe,,,,,,,
CbBxP513_N1,TGroupBox,Style,csSimple,ItemHeight,N1: 2-10V,N1: 4-20mA,,,,,,,,,
CbBxP513_Puffer,TComboBox,Style,csSimple,ItemHeight,Puffer 1,Puffer 2,,,,,,,,,
CbBxP513_WW,TComboBox,Style,csSimple,ItemHeight,WW WTC#A,WW KA,,,,,,,,,
CbBxP513_Weiche,TComboBox,Style,csSimple,ItemHeight,Weiche,PWT,,,,,,,,,
CbBxP521,TComboBox,Style,csDropDownList,ItemHeight,Störung,WW-Pumpe,Zirk-Pumpe,Zubr-Pumpe,,,,,,,
CbBxP522,TComboBox,Style,csDropDownList,ItemHeight,Störung,WW-Pumpe,Zirk-Pumpe,Zubr-Pumpe,,,,,,,
CbBxP522KA3,TEdit,Style,csDropDownList,ItemHeight,Störung,WW-Pumpe,Zirk-Pumpe,Zubr-Pumpe,Neutralisationspumpe,EgrpP580KA3,,,,,
CbBxP523,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxP523Change,TComboBox,Heiz-Freigabe,WW-Freigabe,Standby WTC,Standby Syst,Sonderniveau,,,,,,,,,
CbBxP525,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxP531,TComboBox,Style,csDropDownList,ItemHeight,Folge 1,Folge 2,Zeitlich,Leistung,,,,,,,
CbBxP593_Monat,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxP593_MonatChange,TComboBox,Jan,Feb,Mrz,Apr,Mai,Jun,Jul,Aug,Sep,Okt,Nov,Dez,,
CbBxP593_tag,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxP594_monat,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxP594_monatChange,TComboBox,Jan,Feb,Mrz,Apr,Mai,Jun,Jul,Aug,Sep,Okt,Nov,Dez,,
CbBxP594_tag,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxVA,TComboBox,Style,csDropDownList,ItemHeight,Störung,WW-Pumpe,Zirk-Pumpe,Zubr-Pumpe,,,,,,,
CbBxWWDiAus1,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWDiAus2,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
CbBxWWDiAus3,,Style,csDropDownList,ItemHeight,,,,,,,,,,,
